id	kcat_fwd	kcat_bkwd	mw_fwd	mw_bkwd
ASNNm	25.0	25.0	133000.0	133000.0
ASNS1	1.7	1.7	64000.0	64000.0
ASPCTr	57.4	25.0	130000.0	85300.0
ASPt6	25.0	25.0	85300.0	85300.0
ASPTAm	322.0	574.0	91000.0	85300.0
B3GALT3g_cho	25.0	25.0	85300.0	85300.0
B3GALT41g_cho	25.0	25.0	85300.0	85300.0
B3GALT42g_cho	25.0	25.0	85300.0	85300.0
B3GALT43g_cho	25.0	25.0	85300.0	85300.0
B3GALT44g_cho	25.0	25.0	85300.0	85300.0
B3GNT11g_cho	25.0	25.0	85300.0	85300.0
B3GNT12g_cho	25.0	25.0	85300.0	85300.0
BPNT	13.2	13.2	33000.0	33000.0
BPNT2	25.0	25.0	33000.0	33000.0
BTNt2	25.0	25.0	85300.0	85300.0
C160CPT1	25.0	25.0	274000.0	274000.0
C160CPT2	25.0	25.0	85300.0	85300.0
C161CPT1	25.0	25.0	274000.0	274000.0
C161CPT12	25.0	25.0	274000.0	274000.0
C161CPT2	25.0	25.0	85300.0	85300.0
C161CPT22	25.0	25.0	85300.0	85300.0
C180CPT1	25.0	25.0	274000.0	274000.0
C180CPT2	25.0	25.0	85300.0	85300.0
C226CPT1	25.0	25.0	274000.0	274000.0
C226CPT2	25.0	25.0	85300.0	85300.0
C3STDH1Pr	25.0	25.0	76500.0	76500.0
C4STMO1r	25.0	25.0	85300.0	85300.0
C4STMO2Pr	25.0	25.0	85300.0	85300.0
C4STMO2r	25.0	25.0	85300.0	85300.0
CAMPt	25.0	25.0	85300.0	85300.0
CATm	850000.0	850000.0	220000.0	220000.0
CATp	850000.0	850000.0	220000.0	220000.0
CBPS	2500.0	2500.0	150000.0	150000.0
CDIPTr_cho	25.0	25.0	85300.0	85300.0
CDSm_cho	25.0	25.0	85300.0	85300.0
CEPTC_cho	25.0	25.0	85300.0	85300.0
CERK_cho	25.0	25.0	85300.0	85300.0
CERT1gt_cho	25.0	25.0	85300.0	85300.0
CERT1rt_cho	25.0	25.0	85300.0	85300.0
CERT2rt_cho	25.0	25.0	85300.0	85300.0
CGMPt	25.0	25.0	85300.0	85300.0
CHLP	31.3	31.3	77500.0	77500.0
CHLPCTD	33.3	33.3	77500.0	77500.0
CHOLATEt3	25.0	25.0	85300.0	85300.0
CHSTEROLt	25.0	25.0	85300.0	85300.0
CITtam	25.0	25.0	85300.0	85300.0
CITtbm	25.0	25.0	85300.0	85300.0
CK_cho	25.0	25.0	85300.0	85300.0
CLOXAtex2	25.0	25.0	85300.0	85300.0
CMPACNAtg	25.0	25.0	85300.0	85300.0
CMPSASn	32.0	32.0	125500.0	125500.0
COAtm	25.0	25.0	85300.0	85300.0
CPPPGO	16.0	16.0	57000.0	57000.0
CREATt4_2_r	25.0	25.0	85300.0	85300.0
CSNAT2m	25.0	25.0	60500.0	85300.0
CSNAT2x	25.0	25.0	60500.0	85300.0
CSNAT3x	25.0	25.0	60500.0	85300.0
CSNATm	25.0	38.5	60500.0	85300.0
CSNATp	38.5	25.0	60500.0	85300.0
CYSTA	25.0	25.0	78750.0	85300.0
CYTDt	25.0	25.0	85300.0	85300.0
CYTDtm	25.0	25.0	85300.0	85300.0
DADAe	25.0	25.0	85300.0	85300.0
DCK1n	0.4	25.0	61000.0	85300.0
DCK2n	0.11	25.0	61000.0	85300.0
DGK1	90.0	25.0	21855.0	85300.0
DGNSKm	0.07	0.07	58000.0	58000.0
DHAAt1r	25.0	25.0	85300.0	85300.0
DHCR241r	25.0	25.0	85300.0	85300.0
DHCR242r	25.0	25.0	85300.0	85300.0
DHCR243r	25.0	25.0	85300.0	85300.0
DHCR71r	25.0	25.0	53970.0	53970.0
DHCR72r	25.0	25.0	53970.0	53970.0
DHFR	16.8	25.0	21000.0	85300.0
DHORD9	25.0	25.0	85300.0	85300.0
DHORTS	25.0	195.0	64500.0	85300.0
DHPR	25.0	25.0	85300.0	85300.0
DMATTx	25.0	25.0	74000.0	74000.0
DPCOAK	25.0	25.0	62000.0	62000.0
DPMVDx	25.0	25.0	84550.0	84550.0
DRBK	10.2	10.2	62000.0	62000.0
DTMPK	25.0	25.0	50000.0	85300.0
DURIK1m	25.0	25.0	85300.0	85300.0
DUTPDPm	9.17	9.17	45500.0	45500.0
DUTPDPn	9.17	9.17	45500.0	45500.0
EBP1r	0.423	0.423	107000.0	107000.0
EBP2r	0.423	0.423	107000.0	107000.0
EHGLAT2m	25.0	25.0	59000.0	59000.0
EHGLATm	322.0	322.0	91000.0	91000.0
ELAIDCPT1	25.0	25.0	274000.0	274000.0
ELAIDCPT2	25.0	25.0	85300.0	85300.0
ENO	230.0	25.0	93000.0	85300.0
ESTRONEGLCt	25.0	25.0	85300.0	85300.0
ETFQO	35.5	35.5	60000.0	60000.0
ETHP	25.0	25.0	85300.0	85300.0
F1PGT	2.5	25.0	66600.0	85300.0
F6Tg	25.0	25.0	58000.0	58000.0
FACOAL140i	1.2	1.2	73500.0	73500.0
FADDP	25.0	25.0	390000.0	390000.0
FCLTm	25.0	25.0	80000.0	80000.0
FK	25.0	25.0	309200.0	309200.0
FMNAT	0.0036	0.0036	57920.0	57920.0
FOLR2	1.08	1.08	21000.0	21000.0
FPGS2	25.0	25.0	61000.0	61000.0
FPGS2m	25.0	25.0	61000.0	61000.0
FPGS3	25.0	25.0	61000.0	61000.0
FPGS3m	25.0	25.0	61000.0	61000.0
FPGS5	25.0	25.0	61000.0	61000.0
FPGS5m	25.0	25.0	61000.0	61000.0
FPGS6	25.0	25.0	61000.0	61000.0
FPGS6m	25.0	25.0	61000.0	61000.0
FPGS8	25.0	25.0	61000.0	61000.0
FPGS8m	25.0	25.0	61000.0	61000.0
FPGS9	25.0	25.0	61000.0	61000.0
FPGS9m	25.0	25.0	61000.0	61000.0
FTCD	25.0	25.0	496000.0	496000.0
FTHFL	25.0	25.0	143000.0	85300.0
FTHFLm	25.0	25.0	143000.0	85300.0
FUCASE2ly	25.0	25.0	200000.0	200000.0
FUCASEly	25.0	25.0	200000.0	200000.0
FUM	1150.0	25.0	172500.0	85300.0
FUMAC	25.0	25.0	81500.0	81500.0
FUMm	1150.0	25.0	172500.0	85300.0
FUMSO3tm	25.0	25.0	85300.0	85300.0
FUMSO4tm	25.0	25.0	85300.0	85300.0
FUMtm	25.0	25.0	85300.0	85300.0
FUMTSULtm	25.0	25.0	85300.0	85300.0
G14T10g	25.0	25.0	96750.0	96750.0
G14T11g	25.0	25.0	96750.0	96750.0
G14T12g	25.0	25.0	96750.0	96750.0
G14T13g	25.0	25.0	96750.0	96750.0
G14T14g	25.0	25.0	96750.0	96750.0
G14T15g	25.0	25.0	96750.0	96750.0
G14T16g	25.0	25.0	96750.0	96750.0
G14T17g	25.0	25.0	96750.0	96750.0
G14T18g	25.0	25.0	96750.0	96750.0
G14T19g	25.0	25.0	96750.0	96750.0
G14T20g	25.0	25.0	96750.0	96750.0
G14T21g	25.0	25.0	96750.0	96750.0
G14T2g	25.0	25.0	96750.0	96750.0
G14T3g	25.0	25.0	96750.0	96750.0
G14T4g	25.0	25.0	96750.0	96750.0
G14T5g	25.0	25.0	96750.0	96750.0
G14T6g	25.0	25.0	96750.0	96750.0
G14T7g	25.0	25.0	96750.0	96750.0
G14T8g	25.0	25.0	96750.0	96750.0
G14T9g	25.0	25.0	96750.0	96750.0
G14Tg	25.0	25.0	96750.0	96750.0
G3PD2m	25.0	25.0	85300.0	85300.0
G5SDym	25.0	25.0	46500.0	46500.0
G6PDA	1800.0	1800.0	167000.0	167000.0
G6PDH1rer	25.0	25.0	85300.0	85300.0
G6PDH2rer	25.0	25.0	85300.0	85300.0
GACMTRc	3.8	25.0	60000.0	85300.0
GALASE10ly	25.0	25.0	380000.0	380000.0
GALASE11ly	25.0	25.0	380000.0	380000.0
GALASE12ly	25.0	25.0	380000.0	380000.0
GALASE13ly	25.0	25.0	380000.0	380000.0
GALASE14ly	25.0	25.0	380000.0	380000.0
GALASE15ly	25.0	25.0	380000.0	380000.0
GALASE16ly	25.0	25.0	380000.0	380000.0
GALASE17ly	25.0	25.0	380000.0	380000.0
GALASE18ly	25.0	25.0	380000.0	380000.0
GALASE19ly	25.0	25.0	380000.0	380000.0
GALASE1ly	25.0	25.0	380000.0	380000.0
GALASE20ly	25.0	25.0	380000.0	380000.0
GALASE3ly	25.0	25.0	380000.0	380000.0
GALASE4ly	25.0	25.0	380000.0	380000.0
GALASE5ly	25.0	25.0	380000.0	380000.0
GALASE6ly	25.0	25.0	380000.0	380000.0
GALASE7ly	25.0	25.0	380000.0	380000.0
GALASE8ly	25.0	25.0	380000.0	380000.0
GALASE9ly	25.0	25.0	380000.0	380000.0
GALK	8.7	8.7	55000.0	55000.0
GALU	25.0	25.0	450000.0	85300.0
GAMt1r	25.0	25.0	85300.0	85300.0
GAO1g_cho	25.0	25.0	85300.0	85300.0
GAO2g_cho	25.0	25.0	85300.0	85300.0
GARFT	25.0	25.0	25700.0	85300.0
GASNASE2ly	5.55	5.55	72500.0	72500.0
GASNASE3ly	5.55	5.55	72500.0	72500.0
GASNASEly	5.55	5.55	72500.0	72500.0
GBGT1_cho	25.0	25.0	85300.0	85300.0
GCHOLAt3	25.0	25.0	85300.0	85300.0
GDPFUCtg	25.0	25.0	85300.0	85300.0
GF6PTA	14.4	14.4	181500.0	181500.0
GFUCS	0.75	0.75	35500.0	35500.0
GGNG	25.0	25.0	85300.0	85300.0
GHMT2r	0.04	25.0	180000.0	85300.0
GHMT2rm	0.04	25.0	180000.0	85300.0
GK1	394.0	25.0	21855.0	85300.0
GLAl_cho	25.0	25.0	85300.0	85300.0
GLB1_cho	25.0	25.0	85300.0	85300.0
GLBRAN	25.0	25.0	83500.0	83500.0
GLCAASE8ly	25.0	25.0	300000.0	300000.0
GLCAASE9ly	25.0	25.0	300000.0	300000.0
GLCtg	25.0	25.0	85300.0	85300.0
GLCURtly	25.0	25.0	85300.0	85300.0
GLGNS1	25.0	25.0	400000.0	400000.0
GLU5Km	25.0	25.0	84000.0	84000.0
GLUCYS	22.4	22.4	114000.0	114000.0
GLUDxm	6.0	342.0	270000.0	85300.0
GLUDym	2136.0	28650.0	285000.0	85300.0
GluForTx	25.0	25.0	409000.0	409000.0
GLUNm	25.0	25.0	39370.0	39370.0
GLUPRT	25.0	25.0	170000.0	170000.0
GLUt6	25.0	25.0	85300.0	85300.0
GLUTCOADHm	13.2	13.2	256000.0	256000.0
GLUVESSEC	25.0	25.0	85300.0	85300.0
GLYCLTDy	13.0	13.0	38250.0	38250.0
GLYOX	464.0	464.0	22900.0	22900.0
GLYt7_211_r	25.0	25.0	85300.0	85300.0
GMAND	0.8	0.8	41100.0	41100.0
GMPR	25.0	25.0	40000.0	40000.0
GRTTx	0.45	0.45	74000.0	74000.0
GSNt	25.0	25.0	85300.0	85300.0
GTHO	210.0	210.0	98000.0	98000.0
GTHOm	210.0	210.0	98000.0	98000.0
GTHS	25.0	25.0	121000.0	121000.0
GUAPRT	25.5	25.5	83500.0	83500.0
HCO3_CLt	25.0	25.0	85300.0	85300.0
HEX1	62.3	62.3	108000.0	108000.0
HEX10	62.3	62.3	108000.0	108000.0
HEX4	25.0	25.0	47000.0	47000.0
HEX7	62.3	62.3	108000.0	108000.0
HMBS	25.0	25.0	85300.0	85300.0
HMGCOASi	25.0	25.0	85300.0	85300.0
HMGCOASim	25.0	25.0	85300.0	85300.0
HOXG	0.32	0.32	32000.0	32000.0
HPYRRy	25.0	25.0	85300.0	85300.0
HSD17B1	5.8	4.4	71500.0	85300.0
HSD3B7P	25.0	25.0	85300.0	85300.0
HXPRT	8.9	8.9	83500.0	83500.0
HYXNt	25.0	25.0	85300.0	85300.0
ICDHy	138.0	138.0	53000.0	53000.0
ILETA	340.0	230.0	85000.0	85300.0
IMPC	8.6	8.6	350000.0	85300.0
IMPD	1.47	1.47	56000.0	56000.0
INSt	25.0	25.0	85300.0	85300.0
INSTt4	25.0	25.0	85300.0	85300.0
IPDDIx	191.0	191.0	38730.0	85300.0
ITCOAL1m	25.0	25.0	78000.0	85300.0
ITCOALm	25.0	22.0	133000.0	85300.0
KHK	7.6	7.6	53865.0	53865.0
KHK2	25.0	25.0	53865.0	53865.0
LALDO	25.0	25.0	85300.0	85300.0
LCYSTAT	322.0	25.0	91000.0	85300.0
LDH_D	25.0	633.0	86500.0	85300.0
LEUTA	25.0	25.0	68000.0	85300.0
LGTHL	1360.0	1360.0	48500.0	48500.0
LNELDCCPT1	25.0	25.0	274000.0	274000.0
LNELDCCPT2	25.0	25.0	85300.0	85300.0
LNSTLSr	25.0	25.0	86000.0	86000.0
LPCOXp	25.0	25.0	98000.0	98000.0
LSTO1r	25.0	25.0	85300.0	85300.0
LSTO2r	25.0	25.0	85300.0	85300.0
M1316Mg	25.0	25.0	468000.0	468000.0
M13N2Tg	25.0	25.0	2.0	2.0
M16N6Tg	25.0	25.0	70000.0	70000.0
M16NTg	25.0	25.0	56000.0	56000.0
MALSO3tm	25.0	25.0	85300.0	85300.0
MALSO4tm	25.0	25.0	85300.0	85300.0
MALtm	25.0	25.0	85300.0	85300.0
MALTSULtm	25.0	25.0	85300.0	85300.0
MAN1PT2	25.0	25.0	85300.0	85300.0
MAN6PI	162.0	25.0	46525.0	85300.0
MANt1r	25.0	25.0	85300.0	85300.0
MCCCrm	4.0	25.0	730000.0	85300.0
MCD	20.5	20.5	162500.0	162500.0
MCDm	20.5	20.5	162500.0	162500.0
MDH	3100.0	121600.0	72000.0	85300.0
ME1m	119.42	119.42	200000.0	200000.0
ME2	4670.0	4670.0	257000.0	257000.0
METLEUex	25.0	25.0	85300.0	85300.0
METS	10.665	10.665	98100.0	98100.0
MEVK1x	25.0	25.0	98150.0	98150.0
MG1er	25.0	25.0	93000.0	93000.0
MGCHrm	25.0	0.26	28900.0	85300.0
MI134PP	25.0	25.0	45500.0	45500.0
MI14PP	25.0	25.0	45500.0	45500.0
MI34PP	25.0	25.0	85300.0	85300.0
MM5ag	25.0	25.0	79000.0	79000.0
MM5bg	25.0	25.0	79000.0	79000.0
MM5cg	25.0	25.0	79000.0	79000.0
MM6ag	25.0	25.0	79000.0	79000.0
MM6B1ag	25.0	25.0	79000.0	79000.0
MM6B1bg	25.0	25.0	79000.0	79000.0
MM6B2g	25.0	25.0	79000.0	79000.0
MM6bg	25.0	25.0	79000.0	79000.0
MM7Ag	25.0	25.0	79000.0	79000.0
MM7B1g	25.0	25.0	79000.0	79000.0
MM7B2g	25.0	25.0	79000.0	79000.0
MM7Cag	25.0	25.0	79000.0	79000.0
MM7Cbg	25.0	25.0	79000.0	79000.0
MM8Ag	25.0	25.0	79000.0	79000.0
MM8Ber	25.0	25.0	79000.0	79000.0
MM8Cg	25.0	25.0	79000.0	79000.0
MMEm	25.0	25.0	32000.0	85300.0
MMMm	25.0	201.66667	145000.0	85300.0
MMSAD3m	25.0	25.0	191000.0	191000.0
MTHFD	10.0	25.0	101000.0	85300.0
MTHFDm	10.0	25.0	101000.0	85300.0
MTHFR3	160.0	160.0	112500.0	112500.0
NADS2	25.0	25.0	483000.0	483000.0
NAGA2ly	25.0	25.0	48000.0	48000.0
NAGAly_cho	25.0	25.0	85300.0	85300.0
NDP7g	25.0	25.0	60000.0	60000.0
NDPK10n	25.0	25.0	90000.0	85300.0
NDPK1n	38.0	25.0	90000.0	85300.0
NDPK2n	25.0	25.0	90000.0	85300.0
NDPK3n	25.0	25.0	90000.0	85300.0
NDPK4n	147.0	25.0	90000.0	85300.0
NDPK5n	25.0	25.0	90000.0	85300.0
NDPK6n	25.0	25.0	90000.0	85300.0
NDPK7n	106.0	25.0	90000.0	85300.0
NDPK8n	25.0	25.0	90000.0	85300.0
NDPK9n	25.0	25.0	90000.0	85300.0
NMNATn	4.165	4.165	34400.0	34400.0
NNATn	7.85	7.85	43377.5	43377.5
NNMT	25.0	25.0	28500.0	28500.0
NOS1	25.0	25.0	19000.0	19000.0
NTD10	25.0	25.0	133500.0	133500.0
NTD4	25.0	25.0	133500.0	133500.0
OMPDC	1420.0	1420.0	115000.0	115000.0
ORNTArm	0.0333	25.0	111000.0	85300.0
ORPT	2.6	10.8	47000.0	85300.0
P5CDm	25.0	25.0	142000.0	142000.0
P5CRm	55.0	55.0	370000.0	370000.0
P5CRxm	55.0	55.0	370000.0	370000.0
PAPStg	25.0	25.0	85300.0	85300.0
PCFLOPm_cho	25.0	25.0	85300.0	85300.0
PCLAD	1.0	1.0	45000.0	45000.0
PCm	60.0	60.0	120000.0	120000.0
PDHm	69.9	69.9	160000.0	160000.0
PDX5PO	0.2	25.0	51000.0	85300.0
PEPCKm	17.8	17.8	70500.0	70500.0
PETHCT	25.0	25.0	110000.0	110000.0
PFK	185.0	185.0	291000.0	291000.0
PGCD	13.5	13.5	163000.0	163000.0
PGL	25.0	25.0	45000.0	45000.0
PGMT	135.0	135.0	63750.0	85300.0
PGPPT_cho	25.0	25.0	85300.0	85300.0
PHCDm	1.6	1.6	142000.0	142000.0
PI345P3P_cho	25.0	25.0	85300.0	85300.0
PI345P3Pn_cho	25.0	25.0	85300.0	85300.0
PI45PLC_cho	25.0	25.0	85300.0	85300.0
PI4PLC_cho	25.0	25.0	85300.0	85300.0
PI4PLCn_cho	25.0	25.0	85300.0	85300.0
PIPLC_cho	25.0	25.0	85300.0	85300.0
PIPLCn_cho	25.0	25.0	85300.0	85300.0
PMEVKx	3.4	3.4	22900.0	22900.0
PNP	56.0	25.0	88500.0	85300.0
PPBNGS	25.0	25.0	205150.0	205150.0
PPCDC	2.9	2.9	194000.0	194000.0
PPNCL3	25.0	25.0	39500.0	39500.0
PPPGOm	5.95	5.95	51000.0	51000.0
PRAGSr	7.0	2.3	52250.0	85300.0
PRASCS	25.0	25.0	223000.0	85300.0
PRFGS	25.0	25.0	67000.0	67000.0
PROSTGE1t3	25.0	25.0	85300.0	85300.0
PROSTGE2t3	25.0	25.0	85300.0	85300.0
PTPAT	25.0	25.0	71000.0	85300.0
PUNP1	56.0	25.0	88500.0	85300.0
PUNP2	56.0	25.0	88500.0	85300.0
PUNP3	56.0	48.0	88500.0	85300.0
PUNP4	56.0	48.0	88500.0	85300.0
PUNP5	56.0	110.0	88500.0	85300.0
PUNP6	56.0	110.0	88500.0	85300.0
PUNP7	56.0	25.0	88500.0	85300.0
PYAM5POr	0.2	25.0	51000.0	85300.0
PYRt2p	25.0	25.0	85300.0	85300.0
PRAIS	25.0	25.0	104450.0	104450.0
HSD3B7	25.0	25.0	85300.0	85300.0
PI35P3P_cho	25.0	25.0	85300.0	85300.0
RPE	25.0	25.0	45000.0	85300.0
RPI	3440.0	25.0	49500.0	85300.0
S23T3g	25.0	25.0	85300.0	85300.0
S23Tg	25.0	25.0	47000.0	47000.0
S6TASE10ly	25.0	25.0	55000.0	85300.0
S6TASE11ly	25.0	25.0	86000.0	85300.0
S6TASE12ly	25.0	25.0	86000.0	85300.0
S6TASE13ly	25.0	25.0	86000.0	85300.0
S6TASE14ly	25.0	25.0	86000.0	85300.0
S6TASE15ly	25.0	25.0	86000.0	85300.0
S6TASE16ly	25.0	25.0	86000.0	85300.0
S6TASE17ly	25.0	25.0	86000.0	85300.0
S6TASE18ly	25.0	25.0	86000.0	85300.0
S6TASE19ly	25.0	25.0	86000.0	85300.0
S6TASE20ly	25.0	25.0	86000.0	85300.0
S6TASE21ly	25.0	25.0	86000.0	85300.0
S6TASE22ly	25.0	25.0	55000.0	85300.0
S6TASE23ly	25.0	25.0	86000.0	85300.0
S6TASE24ly	25.0	25.0	86000.0	85300.0
S6TASE25ly	25.0	25.0	55000.0	85300.0
S6TASE26ly	25.0	25.0	86000.0	85300.0
SALMCOM2	25.0	25.0	25500.0	25500.0
SARDHm	0.065	0.065	99510.0	99510.0
SBTD_D2	25.0	25.0	155000.0	155000.0
SCP22x	25.0	25.0	85300.0	85300.0
SCPx	25.0	25.0	85300.0	85300.0
SERLYSNaex	25.0	25.0	85300.0	85300.0
SFGTH	28.5	25.0	53000.0	85300.0
SGPL12r	25.0	25.0	63485.0	63485.0
SIAASE2ly	25.0	25.0	59000.0	59000.0
SIAASE3ly	25.0	25.0	59000.0	59000.0
SIAASE4ly	25.0	25.0	59000.0	59000.0
SIAASEly	25.0	25.0	59000.0	59000.0
SIAT9g_cho	25.0	25.0	85300.0	85300.0
SLDx	25.0	25.0	106200.0	85300.0
SO4CLtex2	25.0	25.0	85300.0	85300.0
SPODMm	40000.0	40000.0	60000.0	60000.0
SQLEr	0.0183	0.0183	72500.0	72500.0
SQLSr	3.3	3.3	54500.0	54500.0
ST3GAL31g_cho	25.0	25.0	85300.0	85300.0
SUCCt2m	25.0	25.0	85300.0	85300.0
SUCOAS1m	25.0	25.0	78000.0	85300.0
SUCOASm	29.0	22.0	133000.0	85300.0
SULFOX	28.1	28.1	101000.0	101000.0
TALA	25.0	6.44	57500.0	85300.0
TAURt4_2_r	25.0	25.0	85300.0	85300.0
TCHOLAt3	25.0	25.0	85300.0	85300.0
THMTP	240.0	240.0	25275.0	25275.0
THYMDtm	25.0	25.0	85300.0	85300.0
TMDK1m	282.0	282.0	72000.0	72000.0
TMDPK	0.069	0.069	61000.0	61000.0
TMDS	2.18833	2.18833	72000.0	72000.0
TMNDNCCPT1	25.0	25.0	274000.0	274000.0
TMNDNCCPT2	25.0	25.0	85300.0	85300.0
TRDR	25.0	25.0	115000.0	115000.0
TSTSTERONEGLCte	25.0	25.0	85300.0	85300.0
TTDCPT1	25.0	25.0	274000.0	274000.0
TTDCPT2	25.0	25.0	85300.0	85300.0
UAG2EMAi	7.1	7.1	390000.0	390000.0
UAGDP	330.0	330.0	60500.0	60500.0
UDPGALtg	25.0	25.0	85300.0	85300.0
UDPGD	105.0	105.0	225000.0	225000.0
UGALNACtg	25.0	25.0	85300.0	85300.0
UGLT	98.0	25.0	86000.0	85300.0
UPP3S	30.0	30.0	29155.0	29155.0
UPPDC1	25.0	25.0	55500.0	55500.0
UPPN	5.3	5.3	43160.0	43160.0
URIt	25.0	25.0	85300.0	85300.0
VALTA	340.0	194.0	85000.0	85300.0
XANDp	25.0	25.0	85300.0	85300.0
XAO2x	25.0	25.0	85300.0	85300.0
XAOx	25.0	25.0	85300.0	85300.0
XYLK	0.5	0.5	89445.0	89445.0
XYLUR	1.5	0.65	136000.0	85300.0
CLFORtex2	25.0	25.0	85300.0	85300.0
C14STRr	25.0	25.0	48680.0	48680.0
LALDD	25.0	25.0	82000.0	85300.0
SPMS	1.9	1.9	62000.0	62000.0
SSALxm	31.7	31.7	172500.0	172500.0
MACACIr	25.0	25.0	85300.0	85300.0
5MTHFt2	25.0	25.0	85300.0	85300.0
ASPGLUm	25.0	25.0	85300.0	85300.0
CAATPS	56.7	56.7	600000.0	600000.0
CLOHtex2	25.0	25.0	85300.0	85300.0
FOLt2	25.0	25.0	85300.0	85300.0
FPGS	25.0	25.0	61000.0	61000.0
FPGS4	25.0	25.0	61000.0	61000.0
FPGS4m	25.0	25.0	61000.0	61000.0
FPGS7	25.0	25.0	61000.0	61000.0
FPGS7m	25.0	25.0	61000.0	61000.0
FPGSm	25.0	25.0	61000.0	61000.0
PYRt2m	25.0	25.0	85300.0	85300.0
THFt2	25.0	25.0	85300.0	85300.0
ALR	3.56667	3.56667	36250.0	36250.0
LNS14DMr	12.75	12.75	44000.0	44000.0
HMGCOARx	0.023	0.023	75000.0	75000.0
C160CRNt	25.0	25.0	85300.0	85300.0
C161CRN2t	25.0	25.0	85300.0	85300.0
C161CRNt	25.0	25.0	85300.0	85300.0
C180CRNt	25.0	25.0	85300.0	85300.0
C181CRNt	25.0	25.0	85300.0	85300.0
C181CPT1	25.0	25.0	274000.0	274000.0
C181CPT2	25.0	25.0	85300.0	85300.0
ACRNtm	25.0	25.0	85300.0	85300.0
ELAIDCRNt	25.0	25.0	85300.0	85300.0
LNELDCCRNt	25.0	25.0	85300.0	85300.0
TMNDNCCRNt	25.0	25.0	85300.0	85300.0
TTDCRNt	25.0	25.0	85300.0	85300.0
NOS2	25.0	25.0	19000.0	19000.0
FE3R2e	25.0	25.0	85300.0	85300.0
PSERT	25.0	25.0	37600.0	37600.0
PSP_L	25.0	25.0	56000.0	56000.0
SCP2x_cho	25.0	25.0	85300.0	85300.0
DOLDPPer	25.0	25.0	85300.0	85300.0
UDPDOLPT_cho	25.0	25.0	85300.0	85300.0
GLCNACPT_cho	25.0	25.0	85300.0	85300.0
RTOTALCRNCPT1	25.0	25.0	274000.0	274000.0
RTOTALCRNCPT2	25.0	25.0	85300.0	85300.0
RTOTALCRNt	25.0	25.0	85300.0	85300.0
PETOHMr_cho	25.0	25.0	85300.0	85300.0
PSDm_cho	25.0	25.0	85300.0	85300.0
PGI	3333.33333	3330.0	128500.0	85300.0
GND	25.0	25.0	91500.0	91500.0
ACCOAtr	25.0	25.0	85300.0	85300.0
MCDp	20.5	20.5	162500.0	162500.0
BUP2	25.0	25.0	43160.0	43160.0
EX_HC01610_e_	25.0	25.0	85300.0	85300.0
r0774	25.0	25.0	85300.0	85300.0
r2236	25.0	25.0	85300.0	85300.0
r2237	25.0	25.0	85300.0	85300.0
r2238	25.0	25.0	85300.0	85300.0
r2315	25.0	25.0	85300.0	85300.0
r2346	25.0	25.0	85300.0	85300.0
EX_C05965_e_	25.0	25.0	85300.0	85300.0
RE3520E	25.0	25.0	85300.0	85300.0
RE1632C	25.0	25.0	85300.0	85300.0
r1527	25.0	25.0	85300.0	85300.0
RE3236C	25.0	25.0	85300.0	85300.0
RE2974N	25.0	25.0	85300.0	85300.0
EX_HC02176_e_	25.0	25.0	85300.0	85300.0
r1528	25.0	25.0	85300.0	85300.0
r2444	25.0	25.0	85300.0	85300.0
r0636	25.0	25.0	85300.0	85300.0
r0637	25.0	25.0	85300.0	85300.0
r0997	25.0	25.0	85300.0	85300.0
RE3076X	25.0	25.0	85300.0	85300.0
RE3011R	25.0	25.0	85300.0	85300.0
RE3237C	25.0	25.0	85300.0	85300.0
ARTFR33_cho	25.0	25.0	85300.0	85300.0
ARTFR43_cho	25.0	25.0	85300.0	85300.0
P450LTB4r	25.0	25.0	85300.0	85300.0
RE3016R	25.0	25.0	85300.0	85300.0
r1445	25.0	25.0	85300.0	85300.0
r0729	25.0	25.0	85300.0	85300.0
r0727	25.0	25.0	85300.0	85300.0
r0660	25.0	25.0	85300.0	85300.0
r1468	25.0	25.0	85300.0	85300.0
r1487	25.0	25.0	85300.0	85300.0
RE3241C	25.0	25.0	85300.0	85300.0
r0444	25.0	25.0	85300.0	85300.0
r1000	25.0	25.0	85300.0	85300.0
r0438	25.0	25.0	85300.0	85300.0
r0440	25.0	25.0	85300.0	85300.0
r1002	25.0	25.0	85300.0	85300.0
r1003	25.0	25.0	85300.0	85300.0
r0720	25.0	25.0	85300.0	85300.0
RE3110C	25.0	25.0	85300.0	85300.0
RE3120C	25.0	25.0	85300.0	85300.0
RE3106C	25.0	25.0	85300.0	85300.0
RE3119C	25.0	25.0	85300.0	85300.0
EX_tdcrn	25.0	25.0	85300.0	85300.0
TDCRNe	25.0	25.0	85300.0	85300.0
ARTFR51_cho	25.0	25.0	85300.0	85300.0
LGNCCOAtcx	25.0	25.0	85300.0	85300.0
LGNCCOAtx	25.0	25.0	85300.0	85300.0
r1367	25.0	25.0	85300.0	85300.0
r1368	25.0	25.0	85300.0	85300.0
r2515	25.0	25.0	85300.0	85300.0
10FTHF5GLUtl	25.0	25.0	85300.0	85300.0
10FTHF5GLUtm	25.0	25.0	85300.0	85300.0
10FTHF6GLUtl	25.0	25.0	85300.0	85300.0
10FTHF6GLUtm	25.0	25.0	85300.0	85300.0
10FTHF7GLUtl	25.0	25.0	85300.0	85300.0
10FTHF7GLUtm	25.0	25.0	85300.0	85300.0
